Development_Start_Date,Purchased_Date,City,Locality,Property_Type,Developer_Name,Year_Of_Esablishment,CEO,Number_Of_Employees,Service_Amount,Rating,Investor_Name,City_Investors,sq-ft_cost,Purchase_Amount,Area_Purchased
13-May-12,4-Aug-12,DELHI,Saket,Commercial,Geoffrey Osborne,1957,Green Kuhlman,3925,0.33,E,D'angelo Medhurst,bulandshahr,20000,40854000,6190
19-May-12,10-Aug-12,DELHI,Pithampura,Commercial,Robertson Group ,1832,Brenden Hills,8611,0.14,B,Alessandro Effertz,thanjavur,32100,23153088,5152
20-May-12,11-Aug-12,DELHI,Mayur Vihar,Residential,Byrne Group,1959,Dante Stanton,7750,0.45,C,Ashton Beier III,mumbai,9100,26085150,6370
21-May-12,12-Aug-12,DELHI,Chanakyapuri,Residential,John Graham,1907,Jack Volkman,6540,0.87,D,John Thompson,delhi,52000,370379880,8187
22-May-12,13-Aug-12,DELHI,Vasant Kunj,Residential,Spie Matthew Hall,1963,Bethany Mohr IV,8478,0.19,E,Peyton Hilpert,bangalore,15400,26056030,8905
23-May-12,14-Aug-12,DELHI,Saket,Residential,Severfield-Rowen,1845,Loyal O'Keefe,9210,0.87,C,Lois Frami,hyderabad,19900,157756056,9112
24-May-12,15-Aug-12,DELHI,Pithampura,Residential,Clancy,1940,Alvera Murray,9782,0.53,A,Jeanette Johnson,ahmedabad,32000,145194560,8561
25-May-12,16-Aug-12,HYDERABAD,KUKATPALLY,Commercial,RG Carter,1827,Carlie Stiedemann,1892,0.19,D,Dario Prohaska,chennai,3136,5330385,8946
26-May-12,17-Aug-12,MUMBAI,CHEMBUR,Commercial,Ardmore ,1884,Johan Hayes,1605,0.86,E,Lindsay Bradtke,kolkata,14184,119054822,9760
27-May-12,18-Aug-12,MUMBAI,VILE PARLE,Commercial,Integral UK ,1910,Ramon Swaniawski,3722,0.6,C,Nichole Miller IV,surat,22264,119798131,8968
28-May-12,19-Aug-12,MUMBAI,VASAI,Commercial,Brookfield Multiplex,1994,Athena Morar,9625,0.21,A,Arnold Weissnat,pune,4000,7248360,8629
29-May-12,20-Aug-12,MUMBAI,JUHU,Commercial,RGCM,1812,Mrs. Stacy Haag,5351,0.99,D,Tiana Dare,jaipur,30212,234912198,7854
30-May-12,21-Aug-12,MUMBAI,AIROLI,Commercial,Lorne Stewart,1916,Lonnie Stroman DDS,4433,0.23,C,Antoinette Walter,lucknow,22111,49187246,9672
31-May-12,22-Aug-12,MUMBAI,CHEMBUR,Residential,GSH Group,1834,Gabriella Schimmel MD,9597,0.97,A,Ilene Smith,kanpur,16749,108932984,6705
20-Jan-11,4-Mar-11,MUMBAI,VILE PARLE,Residential,Longcross,1961,Malachi Larson,8600,0.28,D,Arthur Cruickshank,nagpur,18398,39279730,7625
19-Jan-11,5-Mar-11,MUMBAI,VASAI,Residential,Higgins ,1840,Joshua Dickens,2322,0.07,C,Hobart Barton III,indore,3400,2197692,9234
18-Jan-11,6-Mar-11,MUMBAI,JUHU,Residential,Carey Group ,1938,Melvina Veum,2757,0.88,D,Amara Miller,thane,23690,146931066,7048
17-Jan-11,7-Mar-11,MUMBAI,AIROLI,Residential,Malcolm Group,1962,Demond Ward,3028,0.84,E,Trisha Cartwright,bhopal,18000,99625680,6589
16-Jan-11,8-Mar-11,DELHI,Mayur Vihar,Commercial,United House,1959,Estel Botsford,1728,0.64,B,Mckayla Labadie,vishakapatnam,8500,46027840,8461
15-Jan-11,9-Mar-11,DELHI,Chanakyapuri,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Vivianne Rowe I,pimpri-chinchwad,40000,201724000,6815
14-Jan-11,10-Mar-11,KOLKATA,Tollygunge,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Ms. Karli Rutherford,patna,2593,11255798,5866
13-Jan-11,11-Mar-11,KOLKATA,Ballygunge,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Hildegard Greenfelder,vadodra,5824,31069060,7209
12-Jan-11,12-Mar-11,PUNE,Aundh,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Miss Graham DuBuque,ghaziabad,5671,28091639,6694
11-Jan-11,13-Mar-11,PUNE,Kalyani Nagar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Kay Mann,ludhiana,5963,24790099,5618
10-Jan-11,14-Mar-11,PUNE,Hinjewadi,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Chanel Kutch DVM,agra,3047,20985237,9307
9-Jan-11,15-Mar-11,PUNE,Koregaon Park,Commercial,T Clarke,1907,Wilson Botsford,4465,0.08,D,Grayson Deckow,nashik,7207,2968707,5149
13-Jan-11,6-Apr-11,PUNE,Magarpatta,Commercial,Buckingham ,1914,Roger Rempel,2994,0.69,E,Willow Lockman,faridabad,4707,23917020,7364
17-Jan-11,10-Apr-11,PUNE,Aundh,Residential,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Trinity Ratke,meerut,6669,10394437,7422
18-Jan-11,11-Apr-11,PUNE,Kalyani Nagar,Residential,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Vida Bauch,rajkot,7351,39822572,7739
19-Jan-11,12-Apr-11,PUNE,Hinjewadi,Residential,Midas,1984,Elta Cartwright,8927,0.61,D,Linda Swift IV,kalyan-dombivali,2905,16334757,9218
20-Jan-11,13-Apr-11,PUNE,Koregaon Park,Residential,City Building (Glasgow),1918,Casimir Ritchie V,1315,0.5,C,Margarett Yundt,vasai-virar,7025,33354700,9496
21-Jan-11,14-Apr-11,PUNE,Magarpatta,Residential,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Verlie Gulgowski,varanasi,4428,16654948,5224
22-Jan-11,15-Apr-11,Chennai,T-Nagar,Commercial,William Hare,1969,Tiffany Hudson,6016,0.37,A,Elijah Mraz,srinagar,8604,28826411,9055
23-Jan-11,16-Apr-11,Chennai,Anna Nagar,Commercial,McNicholas Construction,1872,Arnold Weissnat DVM,7089,0.71,D,Wilhelm Hodkiewicz,aurangabad,15802,81049090,7224
10-Feb-11,4-May-11,Chennai,Adyar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Jaylin Kshlerin II,dhanbad,14206,101928618,9696
11-Feb-11,5-May-11,Chennai,Porur,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Alexanne Marvin,amritsar,4163,23212472,7535
12-Feb-11,6-May-11,Chennai,OMR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Troy Kozey,navi mumbai,3393,15313491,6099
13-Feb-11,7-May-11,Chennai,T-Nagar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Vinnie McLaughlin,allahabad,9317,61416919,8908
14-Feb-11,8-May-11,Chennai,Anna Nagar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Dax Rippin,ranchi,7611,30222063,5366
4-Mar-11,26-May-11,Chennai,Adyar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Elfrieda Hammes,howrah,9743,49026776,6800
5-Mar-11,27-May-11,Chennai,Porur,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Zora Sanford,coimbatore,2922,13176934,6094
6-Mar-11,28-May-11,Chennai,OMR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Keara Harvey,jabalpur,2887,14473975,6775
7-Mar-11,29-May-11,KOLKATA,New Alipore,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Carlie Ledner,gwalior,5136,26045786,6853
8-Mar-11,30-May-11,KOLKATA,Salt Lake,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Stan Kiehn,vijayawada,3509,18174023,6999
9-Mar-11,31-May-11,KOLKATA,Dum Dum,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Kayli Mertz,jodhpur,2815,10600896,5089
19-Mar-11,10-Jun-11,KOLKATA,Tollygunge,Commercial,T Clarke,1907,Wilson Botsford,4465,0.08,D,Mr. Scottie Mann,madurai,2937,1913044,8142
20-Mar-11,11-Jun-11,KOLKATA,Ballygunge,Commercial,Buckingham ,1914,Roger Rempel,2994,0.69,E,Cathryn Runolfsson,raipur,7013,47596109,9836
21-Mar-11,12-Jun-11,KOLKATA,New Alipore,Residential,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Hobart Langworth,kota,4852,5822109,5714
22-Mar-11,13-Jun-11,KOLKATA,Salt Lake,Residential,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Glen Carroll,guwahati,5372,25924198,6894
2-Apr-11,24-Jun-11,KOLKATA,Dum Dum,Residential,Midas,1984,Elta Cartwright,8927,0.61,D,Queenie Deckow,chandigarh,3219,16301724,8302
3-Apr-11,25-Jun-11,KOLKATA,Tollygunge,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Diamond Hamill,solapur,2701,17626888,8819
4-Apr-11,26-Jun-11,KOLKATA,Ballygunge,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Therese Hoppe Jr.,hubballi-dharwad,6853,40686398,8023
5-Apr-11,27-Jun-11,PUNE,Aundh,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Kendall Kiehn,bareilly,5863,35090759,8088
6-Apr-11,28-Jun-11,PUNE,Kalyani Nagar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Linwood Schinner,morababad,6587,43572083,8939
7-Apr-11,29-Jun-11,PUNE,Hinjewadi,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Rosemary Ritchie,mysore,3466,17417828,6791
18-Apr-11,10-Jul-11,PUNE,Koregaon Park,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Mackenzie Murray,gurgaon,7144,34003154,6432
19-Apr-11,11-Jul-11,PUNE,Magarpatta,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Conner Bartell,aligarh,4528,31386194,9367
20-Apr-11,12-Jul-11,PUNE,Aundh,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Carmel Krajcik,jalandhar,7104,49178861,9355
21-Apr-11,13-Jul-11,PUNE,Kalyani Nagar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Sandy Rohan,tiruchirapalli,6682,30474063,6163
22-Apr-11,14-Jul-11,PUNE,Hinjewadi,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Emory Leuschke,bhubaneshwar,3518,25942084,9965
23-Apr-11,15-Jul-11,PUNE,Koregaon Park,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Celestine Kemmer,salem,6681,47822732,9673
24-Apr-11,16-Jul-11,PUNE,Magarpatta,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Yasmeen Aufderhar,mira-bhayandar,4063,17242966,5735
11-May-11,2-Aug-11,Chennai,T-Nagar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Judy Boehm IV,trivandrum,9308,67136556,9747
12-May-11,3-Aug-11,Chennai,Anna Nagar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Jermaine Murazik,bhiwandi,16449,106276002,8731
13-May-11,4-Aug-11,Chennai,Adyar,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Grant Leannon,saharanpur,13296,64652332,6571
14-May-11,5-Aug-11,Chennai,Porur,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Ms. Cali Schroeder,gorakhpur,4435,28122601,8569
15-May-11,6-Aug-11,Chennai,OMR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Mrs. Gilda Bauch,guntur,3601,17536654,6581
9-Aug-11,31-Oct-11,Chennai,T-Nagar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Casandra Crona,bikaner,8839,63394015,9692
10-Aug-11,1-Nov-11,Chennai,Anna Nagar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Stephany Sporer,amravati,7947,45534880,7743
11-Aug-11,2-Nov-11,Chennai,Adyar,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Brenda Buckridge,noida,11305,50461902,6032
12-Aug-11,3-Nov-11,Chennai,Porur,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Josiah Hahn,jamshedpur,3907,26055314,9012
13-Aug-11,4-Nov-11,BANGALORE,HEBBAL,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Providenci Nikolaus,bhilai,3672,16765618,6170
14-Aug-11,5-Nov-11,BANGALORE,KORAMANGALA,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Rashad Cummerata,warangal,9254,50236635,7336
15-Aug-11,6-Nov-11,BANGALORE,INDIRANAGAR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Jakayla Dooley,cuttack,10539,61696781,7911
16-Aug-11,7-Nov-11,BANGALORE,JAYANAGAR,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Barton Luettgen,firozabad,12021,79348217,8920
9-Sep-11,1-Dec-11,BANGALORE,FRAZER TOWN,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Vivien Schaden,kochi,6548,45203856,9329
10-Sep-11,2-Dec-11,BANGALORE,HEBBAL,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,Tiara Walker,bhavnagar,4030,19357460,6491
11-Sep-11,3-Dec-11,BANGALORE,KORAMANGALA,Residential,Teighmore,1950,Lane Kessler,3588,0.74,A,D'angelo Medhurst,dehradun,5579,23259744,5634
4-Jul-11,25-Sep-11,MUMBAI,CHEMBUR,Commercial,Teighmore,1950,Lane Kessler,3588,0.74,A,Alessandro Effertz,durgapur,13538,92497302,9233
5-Jul-11,26-Sep-11,MUMBAI,VILE PARLE,Commercial,T Clarke,1907,Wilson Botsford,4465,0.08,D,Ashton Beier III,asansol,20091,10712521,6665
6-Jul-11,27-Sep-11,MUMBAI,VASAI,Commercial,Buckingham ,1914,Roger Rempel,2994,0.69,E,John Thompson,nanded,3643,17623340,7011
7-Jul-11,28-Sep-11,MUMBAI,JUHU,Commercial,Eric Wright Group,1902,Wava Considine,8444,0.21,B,Peyton Hilpert,kolhapur,24714,45095389,8689
8-Jul-11,29-Sep-11,MUMBAI,AIROLI,Commercial,SGN Contracting,1960,Kasandra Braun,1617,0.7,A,Lois Frami,ajmer,20522,82902723,5771
9-Jul-11,30-Sep-11,PUNE,Hinjewadi,Residential,Midas,1984,Elta Cartwright,8927,0.61,D,Jeanette Johnson,gulbarga,3518,13107646,6108
10-Jul-11,1-Oct-11,PUNE,Koregaon Park,Residential,City Building (Glasgow),1918,Casimir Ritchie V,1315,0.5,C,Dario Prohaska,jamnagar,7943,23638368,5952
11-Jul-11,2-Oct-11,PUNE,Magarpatta,Residential,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Lindsay Bradtke,ujjain,4724,29291823,8612
12-Jul-11,3-Oct-11,Chennai,T-Nagar,Commercial,William Hare,1969,Tiffany Hudson,6016,0.37,A,Nichole Miller IV,loni,9634,24659764,6918
6-Nov-11,28-Jan-12,Chennai,Anna Nagar,Commercial,McNicholas Construction,1872,Arnold Weissnat DVM,7089,0.71,D,Arnold Weissnat,siliguri,21639,145847509,9493
14-Nov-11,5-Feb-12,Chennai,Adyar,Commercial,ESH Holdings,1849,Miss Kaci Hodkiewicz,7219,0.61,C,Tiana Dare,jhansi,21629,73607597,5579
16-Nov-11,7-Feb-12,Chennai,Porur,Commercial,North Midland Construction,1857,Haleigh DuBuque V,6986,0.27,B,Antoinette Walter,ulhasnagar,4964,8211896,6127
25-Nov-11,16-Feb-12,Chennai,OMR,Commercial,Ogilvie Group,1862,Gisselle Yost Jr.,9196,0.82,D,Ilene Smith,nellore,3264,14554698,5438
28-Nov-11,19-Feb-12,Chennai,T-Nagar,Residential,Barr ,1841,Rosalinda Pacocha,2233,0.52,B,Arthur Cruickshank,jammu,9911,44976514,8727
29-Nov-11,20-Feb-12,Chennai,Anna Nagar,Residential,Forth Holdings,1915,Johnny Pagac,9881,0.4,D,Hobart Barton III,sangli-miraj & kupwad,8660,32959960,9515
15-Dec-11,7-Mar-12,Chennai,Adyar,Residential,Bechtel,1809,Rafaela Hintz DVM,1909,0.28,E,Amara Miller,belgaum,9816,21493114,7820
16-Dec-11,8-Mar-12,Chennai,Porur,Residential,GB Building Solutions,1891,Gordon Sauer DVM,5880,0.98,A,Trisha Cartwright,mangalore,4368,38906737,9089
31-Dec-11,23-Mar-12,Chennai,OMR,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Mckayla Labadie,ambattur,3564,33085539,9982
9-Jan-12,1-Apr-12,KOLKATA,New Alipore,Commercial,Lakehouse Contracts,1969,Laisha Bins MD,6540,0.19,B,Vivianne Rowe I,tirunelveli,6036,9279082,8091
21-Jul-13,12-Oct-13,MUMBAI,CHEMBUR,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Ms. Karli Rutherford,melagaon,17524,100293707,6154
22-Jul-13,13-Oct-13,MUMBAI,VILE PARLE,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Hildegard Greenfelder,gaya,22408,162193362,7783
23-Jul-13,14-Oct-13,MUMBAI,VASAI,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Miss Graham DuBuque,jalgaon,4836,25851515,5748
27-Jul-13,18-Oct-13,MUMBAI,JUHU,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Kay Mann,udaipur,33680,229781126,7336
31-Jul-13,22-Oct-13,MUMBAI,AIROLI,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Chanel Kutch DVM,maheshtala,25000,163563750,7035
11-Aug-13,2-Nov-13,HYDERABAD,MIYAPUR,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Grayson Deckow,tirupur,2698,24524334,9774
12-Aug-13,3-Nov-13,BANGALORE,INDIRANAGAR,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Willow Lockman,davanagere,12075,92724046,8257
14-Aug-13,5-Nov-13,BANGALORE,JAYANAGAR,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Trinity Ratke,kozhikode,158978,1.26E+09,8517
17-Aug-13,8-Nov-13,BANGALORE,FRAZER TOWN,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Vida Bauch,akola,11234,62309606,5964
23-Aug-13,14-Nov-13,BANGALORE,HEBBAL,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Linda Swift IV,kurnool,6987,46525036,7160
26-Aug-13,17-Nov-13,BANGALORE,KORAMANGALA,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Margarett Yundt,rajpur sonarpur,11652,82312991,7596
2-Sep-13,24-Nov-13,BANGALORE,INDIRANAGAR,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Verlie Gulgowski,bokaro,8594,59095953,7394
2-Oct-13,24-Dec-13,BANGALORE,JAYANAGAR,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Elijah Mraz,south dumdum,8457,41448603,5270
3-Oct-13,25-Dec-13,BANGALORE,FRAZER TOWN,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Wilhelm Hodkiewicz,bellary,5637,43910426,8376
23-Jul-13,14-Oct-13,BANGALORE,HEBBAL,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Jaylin Kshlerin II,patiala,3667,27350686,8020
27-Jul-13,18-Oct-13,BANGALORE,KORAMANGALA,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Alexanne Marvin,gopalpur,7267,35697393,5282
31-Jul-13,22-Oct-13,MUMBAI,CHEMBUR,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Troy Kozey,agartala,14588,94872912,6993
11-Aug-13,2-Nov-13,MUMBAI,VILE PARLE,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Vinnie McLaughlin,bhagalpur,24200,211646424,9404
17-Jan-13,10-Apr-13,MUMBAI,VASAI,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Dax Rippin,muzaffarnagar,5000,41733750,8975
18-Jan-13,11-Apr-13,MUMBAI,JUHU,Commercial,Lakehouse Contracts,1969,Laisha Bins MD,6540,0.19,B,Elfrieda Hammes,bhatpara,32569,61491249,9937
19-Jan-13,12-Apr-13,MUMBAI,AIROLI,Commercial,Bullock Construction,1844,Chaya Langosh,6738,0.42,D,Kathryne Schroeder DVM,panihati,22145,63627457,6841
20-Jan-13,13-Apr-13,MUMBAI,CHEMBUR,Residential,McLaughlin & Harvey ,1830,Franco Gaylord,9027,0.57,E,Porter Hahn,latur,15618,44831781,5036
21-Jan-13,14-Apr-13,MUMBAI,VILE PARLE,Residential,Brett Group,1940,Naomie Daniel,1452,0.21,C,Patricia Cartwright,dhule,22408,42313475,8992
22-Jan-13,15-Apr-13,MUMBAI,VASAI,Residential,Mulalley,1817,Fletcher Sauer PhD,3414,0.65,B,Dangelo Fritsch,rohtak,4846,25403944,8065
23-Jan-13,16-Apr-13,PUNE,Kalyani Nagar,Commercial,Mabey,1814,Dereck Simonis V,5578,0.94,A,Kenyon Russel,korba,8754,64949603,7893
24-Jan-13,17-Apr-13,PUNE,Hinjewadi,Commercial,Lagan,1896,Bailey Witting,4545,0.32,D,Lennie Feil,bhilwara,4926,11229704,7124
25-Jan-13,18-Apr-13,PUNE,Koregaon Park,Commercial,Headcrown,1802,Kyra Herman,7357,0.58,E,Vito Weissnat,brahmapur,10372,51801709,8611
26-Jan-13,19-Apr-13,PUNE,Magarpatta,Commercial,Thomas Armstrong ,1869,Carlos Moen DDS,7225,0.91,B,Dasia Brekke II,muzaffarpur,6701,48063727,7882
27-Jan-13,20-Apr-13,PUNE,Aundh,Residential,Tolent,1917,Miss Clair Greenholt,1334,0.83,C,Dr. Aurelia Rosenbaum,ahmednagar,11701,83745110,8623
28-Jan-13,21-Apr-13,PUNE,Kalyani Nagar,Residential,GF Tomlinson,1854,Miss Larue Considine,4473,0.45,D,Modesto Cartwright,mathura,9325,23402486,5577
29-Jan-13,22-Apr-13,PUNE,Hinjewadi,Residential,Simpson (York),1878,Nico Beier,6445,0.39,E,Maurine Raynor,kollam,4617,13717199,7618
30-Jan-13,23-Apr-13,PUNE,Koregaon Park,Residential,Pyeroy Group,1817,Tito Langworth,7430,0.28,C,Kenyon Baumbach,avadi,9724,14280666,5245
10-Feb-12,3-May-12,PUNE,Magarpatta,Residential,M.V. Kelly Limited,1868,Lafayette Marquardt,2057,0.45,D,Dr. Maritza Koch,rajamundry,5128,21922200,9500
11-Feb-12,4-May-12,Chennai,T-Nagar,Commercial,Masterson ,1859,Dejon Koelpin,8435,0.27,A,Maximo Bosco,kadapa,13739,20194681,5444
12-Feb-12,5-May-12,Chennai,Anna Nagar,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Dr. Kacey O'Keefe,kamarhati,32518,285330817,9435
13-Feb-12,6-May-12,Chennai,Adyar,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Deshawn Boyle Jr.,bilaspur,28577,165652010,6233
14-Feb-12,7-May-12,Chennai,Porur,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Astrid Fisher III,shahjahanpur,4493,35926657,8598
15-Feb-12,8-May-12,Chennai,OMR,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Henry Thiel,bijapur,3419,30292716,9527
16-Feb-12,9-May-12,Chennai,T-Nagar,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Mrs. Jody Altenwerth,rampur,70584,553437145,8431
17-Feb-12,10-May-12,Chennai,Anna Nagar,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Malachi Becker,shivamogga,8406,59765399,7645
18-Feb-12,11-May-12,Chennai,Adyar,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Clinton O'Kon,chandrapur,9790,70087981,7698
19-Feb-12,12-May-12,Chennai,Porur,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Hulda Weimann,junagadh,4321,21511191,5353
20-Feb-12,13-May-12,Chennai,OMR,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Donnie Treutel,thrissur,3897,21730763,5996
21-Feb-12,14-May-12,KOLKATA,New Alipore,Commercial,Bechtel,1809,Rafaela Hintz DVM,1909,0.28,E,Anastacio Swift PhD,alwar,6036,9569233,5662
22-Feb-12,15-May-12,KOLKATA,Salt Lake,Commercial,GB Building Solutions,1891,Gordon Sauer DVM,5880,0.98,A,Ms. Eugenia Jenkins,bardhaman,5548,46089788,8477
23-Feb-12,16-May-12,KOLKATA,Dum Dum,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Wilton Schumm,kulti,2934,22813992,8361
24-Feb-12,17-May-12,KOLKATA,Tollygunge,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Mr. Joyce Kirlin,kakinada,4415,31960715,7784
25-Feb-12,18-May-12,KOLKATA,Ballygunge,Commercial,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Lillie Hegmann,nizamabad,9309,64125140,7407
26-Feb-12,19-May-12,KOLKATA,New Alipore,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Aileen Sporer,parbhani,5729,32830951,6162
27-Feb-12,20-May-12,KOLKATA,Salt Lake,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Jamar Koepp,tumkur,8160,71827992,9465
28-Feb-12,21-May-12,KOLKATA,Dum Dum,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Citlalli Hane,hisar,3025,25246106,8974
29-Feb-12,22-May-12,KOLKATA,Tollygunge,Residential,Winvic Group ,1865,Carmela Ryan,5565,0.93,C,Deja Schuster,ozhukarai,4197,37658170,9648
1-Mar-12,23-May-12,KOLKATA,Ballygunge,Residential,Midas,1984,Elta Cartwright,8927,0.61,D,Reuben Wunsch I,bihar sharif,8982,37114881,6774
2-Mar-12,24-May-12,PUNE,Aundh,Commercial,City Building (Glasgow),1918,Casimir Ritchie V,1315,0.5,C,Katrina Mills,panipat,6945,18175065,5234
3-Mar-12,25-May-12,PUNE,Kalyani Nagar,Commercial,Dawnus,1964,Dale Turcotte I,8295,0.72,D,Cory Harvey,darbhanga,7286,52013297,9915
19-Jan-11,5-Mar-11,PUNE,Hinjewadi,Commercial,William Hare,1969,Tiffany Hudson,6016,0.37,A,Brandy Kuhlman,bally,3047,5959384,5286
18-Jan-11,6-Mar-11,PUNE,Koregaon Park,Commercial,McNicholas Construction,1872,Arnold Weissnat DVM,7089,0.71,D,Reynold Cole,aizwal,7207,30169655,5896
17-Jan-11,7-Mar-11,PUNE,Magarpatta,Commercial,ESH Holdings,1849,Miss Kaci Hodkiewicz,7219,0.61,C,Dr. Alvah Koepp,dewas,4535,14714216,5319
16-Jan-11,8-Mar-11,PUNE,Aundh,Residential,North Midland Construction,1857,Haleigh DuBuque V,6986,0.27,B,Bella Senger III,ichalkaranji,6726,15752157,8674
15-Jan-11,9-Mar-11,PUNE,Kalyani Nagar,Residential,Ogilvie Group,1862,Gisselle Yost Jr.,9196,0.82,D,Dean O'Connell,tirupati,6831,47147152,8417
14-Jan-11,10-Mar-11,PUNE,Hinjewadi,Residential,Barr ,1841,Rosalinda Pacocha,2233,0.52,B,Stan Johnston,karnal,2586,13301970,9892
13-Jan-11,11-Mar-11,PUNE,Koregaon Park,Residential,Forth Holdings,1915,Johnny Pagac,9881,0.4,D,Lura Waters,bathinda,6893,25297310,9175
12-Jan-11,12-Mar-11,PUNE,Magarpatta,Residential,Bechtel,1809,Rafaela Hintz DVM,1909,0.28,E,Emmitt Hessel,jalna,4196,7359448,6264
